items,levels
"{1: [3850, 2003, 2003, 3340, 1001, 2031, 3009, 1029, 2055], 2: [3340, 1055, 2003, 1038, 2003, 2055], 3: [1054, 2003, 3340, 3133, 1029, 2031, 2055, 3067], 4: [1056, 2003, 2003, 3340, 3010, 2031, 1082, 1001], 5: [1041, 2031, 3340, 3715, 1036, 2055, 3133, 2055, 2055], 6: [2033, 3751, 2055, 1031, 2055], 7: [2033, 3340, 1036, 1036, 1036, 2055, 3077], 8: [1039, 3340, 2055, 3364, 3706, 1001, 2055, 3108, 2055, 1402, 3020], 9: [3862, 2003, 2003, 1036, 1036, 2031, 2055, 3134, 1036, 2055], 10: [1056, 2003, 2003, 3340, 3751]}","{1: 6, 2: 7, 3: 8, 4: 7, 5: 6, 6: 8, 7: 8, 8: 8, 9: 7, 10: 7}"
"{1: [3854, 2003, 2003, 3340, 1001, 1029, 2055, 3047, 2031, 2055, 3024], 2: [1039, 2031, 3364, 3108, 2055, 3706, 1082, 1402], 3: [1054, 3340, 2003, 1001, 1033, 2031, 1028, 1052, 3136], 4: [1055, 2003, 3340, 1001, 1042, 3006, 1042, 1042, 3144], 5: [1055, 2003, 3340, 1055, 2003, 2003, 1053, 2031, 3144, 1043], 6: [1039, 2031, 3340, 3364, 3715, 1052, 3108, 1027], 7: [1054, 2003, 3340, 1036, 1036, 1053, 3144, 1001, 1042, 1042], 8: [3340, 3850, 2003, 2003, 2031, 2055, 1004, 1052, 1004, 1001, 3364], 9: [1055, 2003, 3340, 3006, 2055, 1042, 1042], 10: [2033, 3340, 1082, 3145, 3020, 2055]}","{1: 7, 2: 7, 3: 8, 4: 7, 5: 8, 6: 6, 7: 7, 8: 5, 9: 7, 10: 8}"
"{1: [1027, 2031, 3340, 3070, 1052, 1029, 2055, 2055, 3191, 1004], 2: [1054, 2003, 3340, 1055, 1036, 2055, 1053, 1036, 3144, 1001], 3: [3850, 2003, 2003, 3340, 1052, 2055, 2003, 3114, 1001], 4: [1055, 2003, 3340, 1036, 1036, 1001, 2003, 1038, 2031], 5: [3340, 1041, 2031, 3706, 1036, 2055, 3364, 1400, 2055, 1001, 1029], 6: [1036, 2003, 2003, 2003, 3340, 3134, 2055, 2031, 1036, 1036, 3133, 1036], 7: [3854, 2003, 3340, 1001, 2055, 2055, 2003, 3117, 1028], 8: [1041, 3340, 2031, 1001, 1039, 2055, 3364, 3715, 1029, 2055], 9: [1055, 2003, 3340, 1036, 1036, 2003, 1038, 2003], 10: [2003, 1054, 3340, 1001, 3145, 1029, 3047]}","{1: 8, 2: 9, 3: 6, 4: 7, 5: 7, 6: 8, 7: 6, 8: 7, 9: 7, 10: 8}"
"{1: [2031, 3340, 1027, 3070, 1052, 1052, 2055, 3003, 2055, 1028, 1052], 2: [3858, 2003, 2003, 3340, 1001, 1029, 2055, 3117, 1031, 2055, 3364], 3: [1039, 2031, 3340, 3706, 1036, 1036, 3364, 2055], 4: [1055, 2003, 1038, 1001, 2031, 2055, 3031], 5: [3340, 1055, 2003, 1029, 2031, 2055, 1001, 1036, 1036], 6: [2003, 2003, 3854, 3340, 1001, 3047, 1029, 2055], 7: [3340, 1054, 2003, 1055, 2031, 1001, 2055, 1036], 8: [1055, 2003, 3340, 1036, 2031, 1001, 1036, 3133, 1042], 9: [1056, 2003, 2003, 3340, 3145, 3020, 1052], 10: [1039, 2031, 3340, 3364, 3706, 1001]}","{1: 8, 2: 7, 3: 7, 4: 7, 5: 8, 6: 6, 7: 7, 8: 5, 9: 8, 10: 4}"
"{1: [2033, 3340, 1036, 1036, 2055, 3134, 1001, 1036, 3133, 1029, 2055], 2: [1055, 2003, 3340, 2003, 3006, 2003, 1042, 1042, 2003], 3: [1041, 2031, 3715, 2055, 3364, 3108, 1001], 4: [3850, 2003, 2003, 3340, 1052, 1052, 1001, 3364, 3802, 1082], 5: [1056, 2003, 2003, 3340, 1056, 2003, 1052, 1029, 3802], 6: [3858, 2003, 2003, 1001, 1028, 2031, 2055, 2055, 1004, 3801, 2055, 2055], 7: [1041, 3340, 2031, 3077, 2055], 8: [2033, 3340, 3047, 1036, 1028, 1027], 9: [1055, 2003, 3340, 1042, 1042, 1001, 3006, 1042, 2055, 2031, 3086, 1042], 10: [2003, 1055, 1001, 1042, 2003, 3006, 1053, 1042]}","{1: 8, 2: 6, 3: 6, 4: 6, 5: 8, 6: 6, 7: 7, 8: 7, 9: 8, 10: 7}"
"{1: [3862, 3340, 2003, 2003, 1036, 2055, 1036, 3134, 2055, 2003], 2: [2033, 1036, 1001, 3077, 1036, 2055, 3134, 3364], 3: [3340, 1082, 2031, 1028, 2055, 3067], 4: [1039, 2031, 3340, 3364, 3751, 1001, 1401, 2055], 5: [2033, 3340, 1055, 1036, 2055, 1001, 1028, 3057], 6: [3854, 2003, 2003, 3340, 1001, 3117, 2031, 2055, 2055], 7: [1056, 2003, 2003, 1027, 2031, 1052, 1001, 3802, 2055, 2055], 8: [1055, 2003, 3340, 1083, 2031, 2055, 3123], 9: [1039, 2031, 3340, 1001, 2055, 3108, 1082, 3706], 10: [1054, 2003, 3340, 2003, 2003, 1036, 2003, 1053, 2031, 2055]}","{1: 5, 2: 8, 3: 7, 4: 6, 5: 7, 6: 6, 7: 8, 8: 6, 9: 6, 10: 7}"
"{1: [1055, 2003, 3340, 1036, 1036, 2031, 1036, 3077, 1053, 2055, 3074], 2: [3858, 2003, 2003, 1001, 1028, 3364, 2003, 3158, 2031, 2055], 3: [1055, 2003, 3340, 1055, 2003, 2055, 1001, 2003, 2003, 1043, 3006], 4: [1056, 2003, 2003, 3340, 3010, 2055, 2003, 3027], 5: [1039, 2031, 1001, 1082, 2055, 3108, 3706, 2055], 6: [3850, 2003, 2003, 3340, 3028, 1052, 1004, 2055, 2003, 3364, 2003], 7: [1056, 3340, 2003, 2003, 3108, 2055, 1058, 1082], 8: [2003, 1055, 3340, 3070, 2031, 2055, 3057], 9: [1054, 2003, 3340, 2031, 1036, 1036, 1053, 2055, 3144, 1001], 10: [3340, 2031, 1041, 3706, 1036, 2055, 1400, 1036]}","{1: 8, 2: 7, 3: 6, 4: 8, 5: 6, 6: 6, 7: 9, 8: 6, 9: 8, 10: 7}"
"{1: [1054, 2003, 3340, 1053, 2031, 2055, 1006, 3153, 2055], 2: [1056, 2003, 2003, 3340, 3020, 1027, 1082], 3: [3340, 1041, 2031, 1039, 2055, 3364, 3715, 1052, 3108, 1001, 2055, 2055, 1414, 2055], 4: [3862, 2003, 2003, 3340, 1004, 2055, 3134, 1036, 1036, 2055, 2055], 5: [1056, 2003, 2003, 3340, 1052, 1052, 3802, 1052, 3145, 1001], 6: [2033, 3340, 1036, 1036, 1001, 3134, 3179, 2055], 7: [2033, 3340, 3070, 1001, 2055, 3010, 3111], 8: [3854, 2003, 2003, 3340, 1001, 2055, 2003, 2003, 3117, 1029, 2055, 2055, 1028, 1006], 9: [2031, 1041, 3364, 3706, 1036, 1036, 1400], 10: [1036, 3340, 2031, 3134, 1001, 2055, 3133, 2055]}","{1: 9, 2: 9, 3: 6, 4: 6, 5: 6, 6: 7, 7: 8, 8: 5, 9: 7, 10: 8}"
"{1: [1039, 2031, 3340, 3133, 1400, 1001], 2: [1055, 2003, 3340, 1038, 3133, 2031], 3: [2033, 3340, 3145, 3020, 2055], 4: [3858, 2003, 3340, 2003, 1001, 1029, 2055, 3117, 2055], 5: [1001, 3117, 1004, 1004, 3114, 1006, 1028], 6: [3858, 2003, 2003, 3340, 1052, 3111, 3108], 7: [1055, 3340, 2003, 1055, 2031, 1004, 3070, 3057, 2055], 8: [1056, 2003, 2003, 3340, 3070, 2055, 1027, 1052, 2055, 3364, 3802, 2055, 2031, 1082], 9: [1039, 2031, 3340, 3364, 3108, 3706, 1001, 1402, 1052, 1028, 2055], 10: [1055, 2003, 3340, 3044, 3071, 1001, 1042, 2055]}","{1: 7, 2: 6, 3: 8, 4: 6, 5: 6, 6: 5, 7: 6, 8: 8, 9: 7, 10: 9}"
"{1: [1039, 2031, 3340, 1036, 2055, 3706, 3133, 1400, 1028], 2: [2033, 3340, 1001, 1029, 1028, 1036, 3047], 3: [1054, 3340, 2003, 1001, 3020], 4: [1055, 2003, 3340, 1055, 1042, 2055, 1037, 2055], 5: [3850, 2003, 2003, 2055, 1001, 2055, 1028, 1004, 3801], 6: [1039, 2031, 3340, 3077, 3364, 2055, 3706, 3133], 7: [1054, 2003, 3340, 1029, 1029, 2055, 3076, 1042, 1042, 2055], 8: [1056, 2003, 2003, 1056, 2031, 3802, 2055, 1001], 9: [3854, 2003, 2003, 3340, 1082, 1001, 3364, 1029, 1031, 3067, 2055], 10: [3340, 2003, 2003, 2003, 1036, 1036, 1036, 2031, 1006, 2055, 3077, 1001, 3074, 3111]}","{1: 6, 2: 8, 3: 8, 4: 4, 5: 5, 6: 7, 7: 8, 8: 8, 9: 7, 10: 7}"
"{1: [2033, 3340, 1056, 2055, 3057, 1052, 2055, 1026, 3113], 2: [1041, 2031, 3706, 1001, 1400, 3364], 3: [2033, 3340, 1056, 1001, 1029, 1029, 1006, 3191], 4: [3340, 1054, 2003, 1036, 2003, 3006, 2031], 5: [3858, 2003, 2003, 3340, 2003, 3117, 1029, 2003, 2055], 6: [3850, 2003, 2003, 1001, 2055, 2031, 3364, 3111], 7: [2033, 3340, 1056, 2055, 1052, 1028, 3020], 8: [1039, 2031, 3340, 3364, 3706, 1052, 2055, 1402, 1052, 2055], 9: [1055, 2003, 3340, 1055, 1036, 2003, 3133], 10: [1055, 2003, 3340, 1036, 2003, 3134, 1036, 2055, 3044, 2003, 1028, 2055]}","{1: 8, 2: 7, 3: 8, 4: 6, 5: 6, 6: 6, 7: 8, 8: 6, 9: 6, 10: 8}"
"{1: [3858, 2003, 2003, 3340, 1001, 2055, 3117, 1028, 2055, 1029, 2055, 2055], 2: [2033, 3340, 2055, 1001, 1029, 1036, 3047], 3: [1039, 2031, 3340, 1001, 1082, 3364, 3706, 2055, 3108], 4: [3340, 3340, 2033, 3340, 1082, 1001, 3020, 1052], 5: [1055, 2003, 3340, 3070, 3057, 2031, 2055, 3004], 6: [1055, 2003, 3340, 1055, 2003, 2003, 1036, 1036, 3134, 1036, 2031, 1001], 7: [1055, 2003, 1037, 2003, 1001, 1042, 2003, 3006, 1042, 2003], 8: [1056, 2003, 2003, 1033, 2055, 1052, 3108, 3067], 9: [1039, 2031, 3364, 1036, 1036, 1006, 3077, 1036, 2055, 3134], 10: [3854, 2003, 2003, 3340, 3364, 1001, 3009, 3134, 2055]}","{1: 6, 2: 7, 3: 7, 4: 8, 5: 7, 6: 7, 7: 6, 8: 8, 9: 6, 10: 6}"
"{1: [1055, 2003, 3340, 1055, 1055, 2031, 1038, 3133], 2: [1054, 2003, 3340, 3010, 2055, 1026], 3: [2033, 3340, 1036, 2055, 1036, 1053, 3144, 1001, 1042], 4: [3854, 2003, 2003, 3340, 1028, 2055, 1001, 2055, 3067, 2055], 5: [1041, 2031, 3340, 3715, 2055, 3364, 3133, 1412, 2055], 6: [1041, 2031, 3340, 3706, 3133, 1001, 1400, 2055, 1029, 1036], 7: [1055, 2003, 3340, 1037, 2055, 2003, 3004, 1001], 8: [2033, 1028, 3751, 2055], 9: [3858, 2003, 2003, 3340, 1001, 2031, 2055, 2055, 2055, 3117, 1031, 2055, 3364], 10: [1055, 2003, 3340, 3599, 1055, 1036, 2003, 3006, 2003]}","{1: 7, 2: 9, 3: 8, 4: 5, 5: 7, 6: 6, 7: 7, 8: 8, 9: 5, 10: 9}"
"{1: [1055, 2003, 3340, 3006, 2003, 3133, 2003], 2: [2033, 1036, 1053, 1001, 1029, 1036], 3: [1056, 2003, 2003, 3340, 3802, 2055, 1026, 2055], 4: [3850, 2003, 2003, 3340, 1001, 2055, 3111, 1011, 1029, 2055, 2055, 3364], 5: [1041, 2031, 3340, 1036, 1036, 1006, 3364, 3077, 3134, 2055], 6: [2003, 1055, 1053, 2031, 2055, 3144, 1001, 3006, 2055], 7: [1039, 2031, 3108, 1082, 3706, 2031, 1402], 8: [3858, 2003, 2003, 3340, 1001, 1052, 3117], 9: [2033, 3340, 3145, 1028, 3152], 10: [2003, 1055, 3006, 1053, 1042]}","{1: 6, 2: 8, 3: 8, 4: 6, 5: 7, 6: 8, 7: 6, 8: 6, 9: 8, 10: 6}"
"{1: [1055, 3340, 2003, 1038, 1001, 1042, 2003], 2: [1036, 2031, 3340, 1036, 1001, 1036, 1036], 3: [2003, 2003, 3854, 3117, 3024], 4: [1036, 2031, 1053, 1004, 1052, 1036], 5: [1041, 2031, 3364, 3715, 1028, 2055, 3751], 6: [1055, 2003, 2055, 1055, 1055, 1001, 1036, 1036, 3133], 7: [1039, 2031, 3340, 3364, 1055, 2055, 3715, 1028, 1413, 1028, 2055], 8: [2033, 1053, 1036, 3153, 1033], 9: [3340, 2033, 1082, 2055, 3802, 1001], 10: [3858, 2003, 2003, 3340, 3117, 2055, 2031]}","{1: 7, 2: 7, 3: 6, 4: 6, 5: 6, 6: 6, 7: 7, 8: 9, 9: 8, 10: 6}"
"{1: [1055, 2003, 3340, 1027, 1004, 3070, 3057], 2: [2033, 3340, 1082, 2055, 3010, 2055, 1001], 3: [2031, 1041, 3364, 3715, 1036, 1036, 1001, 2055, 3133], 4: [2033, 3340, 1001, 1028, 3067, 1029], 5: [3850, 3340, 3340, 3340, 2055, 1004, 1004, 1082, 3028], 6: [3340, 3340, 1054, 2003, 3340, 1052, 1052, 2003, 3145, 1001, 1036, 3144, 2055, 2003, 3364], 7: [1039, 2031, 3340, 3364, 3123, 2055, 3715, 3133], 8: [1055, 2003, 3340, 3006, 2055, 3044, 2055, 2031, 3101], 9: [1055, 2003, 3340, 1028, 1036, 2055, 3044, 1001, 1042, 3101, 1027], 10: [3850, 2003, 2003, 3340, 1001, 2031, 2055, 3009, 2055, 1011, 1029, 2055, 3364]}","{1: 6, 2: 8, 3: 6, 4: 7, 5: 5, 6: 8, 7: 6, 8: 7, 9: 8, 10: 6}"
"{1: [1055, 2003, 1037, 2031, 1004, 3004, 1001], 2: [3858, 2003, 2003, 1052, 1004, 2055, 3114, 2003, 2055, 3113], 3: [1082, 2031, 3340, 2033, 1004, 3191, 3047, 1004, 2055], 4: [1054, 3340, 2003, 1052, 2031, 2055, 3145, 1028], 5: [2031, 1039, 3340, 3364, 3706, 3751, 2055], 6: [1041, 3340, 2031, 3364, 1039, 2055, 1413, 2055], 7: [2003, 2003, 3854, 3340, 1001, 2031, 2055, 3009, 1028], 8: [3340, 2033, 1036, 1036, 3134, 2055, 1036, 1036, 2055], 9: [1055, 3340, 1083, 1036, 2003, 2003, 3133, 2003, 2003, 2003, 1038], 10: [1056, 2003, 2003, 1001, 1052, 2031, 2055, 1052, 3802, 2055]}","{1: 7, 2: 5, 3: 9, 4: 8, 5: 6, 6: 7, 7: 6, 8: 7, 9: 6, 10: 8}"
"{1: [1055, 2003, 3340, 1038, 2003, 2003, 3006, 2055], 2: [1036, 2003, 2003, 2003, 1036, 2031, 3133, 1036, 2055, 1036], 3: [1039, 2031, 3340, 3364, 1036, 1036, 3715, 3133, 1412, 1001], 4: [3858, 2003, 2003, 3340, 3117, 2055, 1028, 1004, 2055], 5: [1056, 2003, 2003, 3108, 1052, 3145], 6: [2033, 3340, 1036, 1036, 2055, 3134, 1036, 2055, 3179, 2055], 7: [1055, 2003, 3340, 3057, 1036, 1036, 1006], 8: [1041, 2031, 3340, 1036, 1036, 1006, 3077, 3134], 9: [3850, 2003, 2003, 3340, 1004, 1004, 3114, 1082, 2055], 10: [1055, 2003, 1004, 3070, 1027, 1001]}","{1: 7, 2: 8, 3: 7, 4: 6, 5: 8, 6: 8, 7: 9, 8: 6, 9: 5, 10: 5}"
"{1: [2003, 1055, 3340, 1036, 2031, 3133, 3044, 1001], 2: [3854, 2003, 2003, 3340, 1001, 1028, 3009, 2055, 3364], 3: [1055, 2003, 3340, 1055, 2031, 1001, 1004, 1037], 4: [1055, 2003, 3340, 3006, 2055, 1053, 2055, 1036], 5: [1041, 2031, 3340, 3364, 3715, 1001, 2055, 1052, 2055, 3108, 2055, 1027], 6: [3340, 2031, 1039, 3706, 1001, 3364, 3751, 1401], 7: [1029, 2003, 2003, 2003, 2003, 1029, 2055, 3191, 1082, 2003, 3802], 8: [3340, 1055, 2003, 2031, 2055, 1036, 1036, 3133, 1028], 9: [1055, 2003, 3340, 1055, 1055, 2031, 1038], 10: [3854, 2003, 2003, 3340, 2003, 1001, 3009, 1036, 1036, 2055, 2055]}","{1: 9, 2: 6, 3: 6, 4: 8, 5: 6, 6: 7, 7: 9, 8: 8, 9: 7, 10: 5}"
"{1: [3854, 2003, 2003, 3340, 1001, 2055, 3117, 2055, 1029, 1027, 2055, 3024, 1028, 2055, 3364], 2: [2003, 2003, 3340, 1056, 1052, 2003, 3802, 2055, 2003, 2003], 3: [1055, 2003, 3340, 2003, 1001, 1036, 2031, 1038, 3006, 1036], 4: [1039, 2031, 3340, 3715, 1036, 1036, 1029, 1412], 5: [3340, 3340, 2003, 1054, 3340, 1083, 2031, 2055, 3133, 1053], 6: [1036, 2031, 3340, 3077, 1036, 1001, 2055, 3117, 3134, 3364], 7: [3340, 2003, 3850, 2003, 3113, 1001, 2055, 3117], 8: [2003, 2003, 1056, 3340, 1029, 2055, 1052, 3191, 1052, 2055], 9: [1039, 3340, 2031, 3706, 1052, 1001, 2055, 1402, 3020, 2055], 10: [1055, 2003, 1038, 2003, 3006]}","{1: 6, 2: 9, 3: 6, 4: 7, 5: 8, 6: 9, 7: 5, 8: 6, 9: 6, 10: 7}"
"{1: [1055, 2003, 1055, 2031, 2055, 3006, 1033, 1043, 1057], 2: [1039, 2031, 3340, 1001, 2055, 1052, 3364, 3706, 3108, 1027], 3: [1054, 3340, 2003, 2031, 2055, 3044, 1001, 1042, 1042], 4: [2003, 1056, 2003, 3802, 1052, 1052, 2055], 5: [3340, 2003, 2003, 3858, 1001, 1033, 2055, 1029, 2031], 6: [2033, 3340, 3191, 1082, 3145, 2055], 7: [3850, 2003, 2003, 3340, 1052, 3108, 1033, 1004, 3364, 3174, 1004, 1004], 8: [1041, 3340, 2031, 3364, 3715, 1052, 2055, 2055, 3108, 1414, 1001, 1052], 9: [1055, 2003, 3340, 1038, 2003, 2055, 3133, 2003, 2055], 10: [2033, 3340, 1027, 1001, 3057, 2055, 3044]}","{1: 8, 2: 6, 3: 8, 4: 7, 5: 5, 6: 8, 7: 5, 8: 6, 9: 7, 10: 8}"
"{1: [1054, 2003, 3340, 1001, 1028, 1029, 2055, 1011, 3047], 2: [1056, 2003, 2003, 3340, 3070, 1052, 1056, 2003, 2003, 2055, 3802, 1052, 2055], 3: [3862, 2003, 2003, 3340, 1036, 2055, 3070, 1036], 4: [1041, 2031, 3340, 3715, 1036, 1001, 2055, 1412, 3364, 3133, 2055], 5: [1054, 2003, 3340, 1028, 1036, 1001, 3044, 2055, 1042, 2031], 6: [1041, 2031, 3340, 3364, 1036, 1036, 3077, 1001], 7: [1055, 3340, 1053, 1001, 3047, 2055], 8: [1056, 2003, 2003, 3340, 3802, 2003, 2003, 2055, 1026, 2055, 2003], 9: [3340, 2003, 1055, 2031, 1036, 1036, 3006], 10: [3854, 2003, 2003, 2003, 2055, 3117, 1029, 2055, 1027, 2003]}","{1: 7, 2: 8, 3: 5, 4: 7, 5: 7, 6: 6, 7: 8, 8: 8, 9: 6, 10: 6}"
"{1: [1055, 2003, 3340, 1036, 2031, 3044], 2: [1056, 2003, 2003, 3340, 1052, 1052, 2003, 2003, 2003, 3802], 3: [3850, 2003, 2003, 3340, 1001, 1052, 2055], 4: [1055, 2003, 3340, 2015, 1001, 2055], 5: [1041, 2031, 3340, 3715, 3364, 3077, 1001, 3751, 1413, 1028], 6: [1041, 2031, 3340, 1039, 3715, 1042, 1419, 1001, 1042, 3006, 1042, 2055], 7: [2003, 1055, 3340, 1055, 1001, 2031, 2055, 3133], 8: [1054, 2003, 1036, 1006, 2003, 2055, 3077, 1028, 2003], 9: [1036, 2031, 3340, 1036, 1052, 3145, 3144, 1001, 3146], 10: [3858, 2003, 2003, 3340, 1001, 1029, 2055, 3117, 2055, 2055, 1029, 3364]}","{1: 8, 2: 8, 3: 6, 4: 6, 5: 7, 6: 7, 7: 7, 8: 8, 9: 8, 10: 6}"
"{1: [1039, 2031, 3340, 3751, 2055, 3364, 1401], 2: [3340, 2003, 1055, 1001, 1055, 2055, 3006, 2055, 2003, 1036, 1036], 3: [1054, 2003, 3340, 1036, 1001, 2003], 4: [2033, 3340, 1056, 2055, 1052, 1026], 5: [3850, 2003, 2003, 3340, 1001, 1004, 1004, 2055, 2003, 1052], 6: [1055, 2003, 3340, 1038, 1036, 2031, 2055], 7: [1041, 3340, 2031, 3715, 1036, 1036, 2055, 1412, 2055], 8: [1054, 2003, 3340, 3077, 1028, 1001], 9: [3858, 2003, 2003, 3340, 1028, 1029], 10: [1056, 2003, 2003, 3340, 3020, 1082, 1027, 2031, 2055]}","{1: 7, 2: 7, 3: 9, 4: 8, 5: 6, 6: 6, 7: 7, 8: 9, 9: 6, 10: 8}"
"{1: [1054, 2003, 3340, 3006, 2055, 2003, 3044], 2: [1055, 2003, 3340, 1055, 1001, 2003, 2055, 1038, 2031, 1036], 3: [3858, 2003, 2003, 3340, 1001, 3117, 1029, 2055, 2055, 2003, 1033, 2055, 2055, 3364], 4: [1041, 2031, 3340, 1036, 1036, 3077, 1036, 3364, 1001, 3134, 1036, 1036], 5: [1056, 2003, 2003, 3340, 3802, 1026], 6: [1056, 2003, 2003, 3340, 1052, 2031, 3802, 1001], 7: [2031, 3340, 1041, 3364, 3715, 1036, 2055, 1412, 3340, 1036, 1036, 1001, 2055, 3364], 8: [1055, 2003, 3340, 1037, 1027, 1004, 2055, 3004], 9: [2033, 3340, 1055, 1036, 1036, 1006, 3077, 2055, 3044], 10: [3850, 2003, 2003, 3340, 1001, 1029, 2003, 3047, 1029, 2055, 2055, 3364]}","{1: 8, 2: 6, 3: 6, 4: 8, 5: 7, 6: 8, 7: 7, 8: 6, 9: 8, 10: 6}"
"{1: [2003, 3340, 3364, 1055, 1083, 2055, 1042, 1042, 3006, 3340], 2: [3854, 2003, 2003, 2055, 1001, 1028, 2055, 3364, 3117], 3: [1039, 2031, 3340, 3364, 3706, 3108, 2055, 1402, 1082, 2055], 4: [1056, 2003, 2003, 3340, 2055, 1052, 1001, 3802, 2055, 3020, 2055], 5: [1055, 2003, 3340, 1053, 2003, 2055, 1001, 1036, 1028, 2031], 6: [3858, 2003, 2003, 3340, 2055, 2055, 1001, 2031, 2055, 3117, 2055, 3364], 7: [2033, 1029, 2055, 3191, 3057, 1029], 8: [3340, 1055, 2003, 1001, 1055, 1036, 2003, 3133], 9: [1041, 2031, 3340, 3364, 3715, 3751, 2055, 1413, 1028, 2055], 10: [2033, 3340, 1036, 1036, 2055, 3134, 1036, 1036, 2055]}","{1: 7, 2: 6, 3: 7, 4: 8, 5: 7, 6: 6, 7: 8, 8: 6, 9: 6, 10: 8}"
"{1: [1055, 2003, 3340, 1055, 1042, 2031, 2055, 1038], 2: [3858, 2003, 3340, 2003, 1001, 2055, 3117, 1029, 2055], 3: [1055, 2003, 1028, 1036, 1001, 2031, 3044, 3067, 2055], 4: [1041, 2031, 3340, 3364, 3706, 1036, 1036, 2055, 1001], 5: [1056, 2003, 2003, 1026, 2003, 1027, 1056, 1052, 3802, 1052], 6: [2033, 3340, 1082, 1056, 3145, 2055, 1028], 7: [1039, 2031, 3340, 1041, 3020, 3706], 8: [3854, 2003, 2003, 3340, 1001, 2055, 3117, 3801, 2055, 2003, 3364], 9: [1055, 2003, 3340, 1055, 2003, 2055, 1038, 1036, 1001, 2003], 10: [1027, 2031, 3340, 3057, 2055, 1004, 1001, 1028]}","{1: 6, 2: 5, 3: 9, 4: 7, 5: 8, 6: 7, 7: 6, 8: 6, 9: 6, 10: 7}"
"{1: [1039, 2031, 3340, 3364, 3706, 1052, 1402, 3145], 2: [1054, 2003, 3340, 3067, 1036, 2003, 2055], 3: [3854, 2003, 2003, 3340, 1001, 1028, 2055, 2055, 3364, 3067], 4: [2033, 3340, 1026, 1004, 2055, 3027, 2055], 5: [1054, 2003, 3340, 3006, 1036, 2055, 1053, 1036, 2055, 2031], 6: [3858, 2003, 2003, 3340, 3117, 2055, 2055, 3028, 3364], 7: [1054, 2003, 1028, 2031, 1001, 1029], 8: [1055, 2003, 3340, 1038, 1001, 1036, 2003, 2055, 1036], 9: [1056, 2003, 2003, 3070, 1001, 2031, 2055, 3010, 3009], 10: [1039, 2031, 3751, 3364, 2055, 1401, 3158]}","{1: 7, 2: 9, 3: 6, 4: 8, 5: 6, 6: 7, 7: 7, 8: 6, 9: 7, 10: 7}"
"{1: [3854, 2003, 2003, 3340, 2055, 1001, 1029, 1028, 3047, 2055, 2055, 3364], 2: [1039, 2031, 3340, 3108, 1082], 3: [1054, 2003, 3340, 3145, 2031, 3067, 2055, 3152], 4: [1055, 2003, 3340, 1055, 1036, 1036, 1001, 2003, 1029, 3134, 3047, 1036], 5: [2003, 1055, 2031, 3006, 2055, 3144, 2055], 6: [1056, 2003, 2003, 3340, 1052, 1052, 2055, 3802, 1026, 2055, 1001, 2055], 7: [2031, 1041, 3340, 3364, 3715, 1036, 2055, 3133, 2055], 8: [3854, 2003, 2003, 1028, 3024, 2055], 9: [2033, 3340, 1055, 2055, 1053, 1036, 2055, 3144, 1042, 1001, 3153, 2055], 10: [1055, 2003, 3340, 1001, 1042, 1042, 2055, 3006, 1042, 2031, 2055, 1036]}","{1: 7, 2: 8, 3: 8, 4: 8, 5: 6, 6: 8, 7: 6, 8: 6, 9: 9, 10: 6}"
"{1: [1055, 2003, 3340, 1036, 1036, 2055, 1043, 2003], 2: [2003, 3340, 2031, 1055, 1055, 1055, 1042], 3: [1039, 2031, 3751, 3706, 1001, 2055, 3364], 4: [2003, 3340, 3850, 2003, 2031, 3113, 2055], 5: [1055, 2003, 3340, 1055, 1036, 2003, 1029, 1001, 2031], 6: [3854, 2003, 2003, 2031, 1001, 1028], 7: [2003, 3340, 1054, 2015, 1038, 1055, 2003], 8: [1054, 2003, 3340, 2003, 1036, 2003, 2003, 3133, 2031, 3067, 1036, 1029, 3123], 9: [3340, 1036, 2003, 2003, 2003, 3364, 2003, 3145, 1053, 1001], 10: [1041, 2031, 3340, 3364, 3715, 1036, 2055, 1412, 2055, 1001, 1028, 1029]}","{1: 6, 2: 7, 3: 6, 4: 6, 5: 8, 6: 5, 7: 6, 8: 8, 9: 8, 10: 6}"
"{1: [1055, 2003, 3340, 1038, 1036, 1036, 2003], 2: [1041, 2031, 3340, 1036, 1036, 2055, 3133, 3715, 1001, 2055], 3: [1054, 2003, 3340, 1042, 1042, 1001], 4: [2003, 3850, 2003, 1082, 2031, 2055, 1004, 1001, 1004], 5: [1056, 2003, 2003, 3340, 1052, 2055, 3802, 2003, 2003, 1052, 1052, 1001], 6: [3850, 2003, 2003, 3340, 3108, 2055], 7: [1041, 2031, 3340, 3077, 2055, 3364, 1036, 1036], 8: [1054, 2003, 3340, 3070, 1001, 2055, 1037, 2055, 2031], 9: [2033, 3340, 1036, 1036, 3144, 2055, 1042, 1042, 2055, 2055], 10: [3340, 1056, 2003, 2003, 3108, 3067, 1052]}","{1: 7, 2: 6, 3: 8, 4: 6, 5: 8, 6: 6, 7: 7, 8: 6, 9: 8, 10: 8}"
